,Pressure(atm),DATE_year,DATE_month,DATE_day,Hour
4783,1018.0,2013,4,18,19
4784,1017.0,2013,4,18,20
4785,1015.0,2013,4,18,21
4786,1015.0,2013,4,18,22
4787,1015.0,2013,4,18,23
4788,1013.0,2013,4,19,0
4789,1013.0,2013,4,19,1
4790,1013.0,2013,4,19,2
4791,1013.0,2013,4,19,3
4792,1013.0,2013,4,19,4
4793,1012.0,2013,4,19,5
4794,1011.0,2013,4,19,6
4795,1010.0,2013,4,19,7
4796,1009.0,2013,4,19,8
4797,1008.0,2013,4,19,9
4798,1008.0,2013,4,19,10
4799,1008.0,2013,4,19,11
4800,1008.0,2013,4,19,12
4801,1007.0,2013,4,19,13
4802,1007.0,2013,4,19,14
4803,1006.0,2013,4,19,15
4804,1006.0,2013,4,19,16
4805,1006.0,2013,4,19,17
4806,1007.0,2013,4,19,18
4807,1005.0,2013,4,19,19
4808,1006.0,2013,4,19,20
4809,1004.0,2013,4,19,21
4810,1005.0,2013,4,19,22
4811,1005.0,2013,4,19,23
4812,1004.0,2013,4,20,0
4813,1004.0,2013,4,20,1
4814,1003.0,2013,4,20,2
4815,1003.0,2013,4,20,3
4816,1002.0,2013,4,20,4
4817,1002.0,2013,4,20,5
4818,1002.0,2013,4,20,6
4819,1002.0,2013,4,20,7
4820,1001.0,2013,4,20,8
4821,1002.0,2013,4,20,9
4822,1003.0,2013,4,20,10
4823,1003.0,2013,4,20,11
4824,1004.0,2013,4,20,12
4825,1005.0,2013,4,20,13
4826,1006.0,2013,4,20,14
4827,1007.0,2013,4,20,15
4828,1007.0,2013,4,20,16
4829,1007.0,2013,4,20,17
4830,1008.0,2013,4,20,18
4831,1009.0,2013,4,20,19
4832,1009.0,2013,4,20,20
4833,1009.0,2013,4,20,21
4834,1010.0,2013,4,20,22
4835,1011.0,2013,4,20,23
4836,1012.0,2013,4,21,0
4837,1013.0,2013,4,21,1
4838,1014.0,2013,4,21,2
4839,1014.0,2013,4,21,3
4840,1014.0,2013,4,21,4
4841,1015.0,2013,4,21,5
4842,1016.0,2013,4,21,6
4843,1016.0,2013,4,21,7
4844,1017.0,2013,4,21,8
4845,1017.0,2013,4,21,9
4846,1018.0,2013,4,21,10
4847,1019.0,2013,4,21,11
4848,1020.0,2013,4,21,12
4849,1021.0,2013,4,21,13
4850,1022.0,2013,4,21,14
4851,1023.0,2013,4,21,15
4852,1024.0,2013,4,21,16
4853,1025.0,2013,4,21,17
4854,1025.0,2013,4,21,18
4855,1025.0,2013,4,21,19
4856,1026.0,2013,4,21,20
4857,1026.0,2013,4,21,21
4858,1026.0,2013,4,21,22
4859,1026.0,2013,4,21,23
4860,1027.0,2013,4,22,0
4861,1027.0,2013,4,22,1
4862,1028.0,2013,4,22,2
4863,1029.0,2013,4,22,3
4864,1030.0,2013,4,22,4
4865,1030.0,2013,4,22,5
4866,1030.0,2013,4,22,6
4867,1031.0,2013,4,22,7
4868,1032.0,2013,4,22,8
4869,1032.0,2013,4,22,9
4870,1031.0,2013,4,22,10
4871,1032.0,2013,4,22,11
4872,1033.0,2013,4,22,12
4873,1034.0,2013,4,22,13
4874,1034.0,2013,4,22,14
4875,1033.0,2013,4,22,15
4876,1033.0,2013,4,22,16
4877,1032.0,2013,4,22,17
4878,1031.0,2013,4,22,18
4879,1030.0,2013,4,22,19
4880,1029.0,2013,4,22,20
4881,1028.0,2013,4,22,21
4882,1028.0,2013,4,22,22
4883,1028.0,2013,4,22,23
4884,1028.0,2013,4,23,0
4885,1028.0,2013,4,23,1
4886,1028.0,2013,4,23,2
4887,1028.0,2013,4,23,3
4888,1028.0,2013,4,23,4
4889,1027.0,2013,4,23,5
4890,1027.0,2013,4,23,6
4891,1027.0,2013,4,23,7
4892,1026.0,2013,4,23,8
4893,1026.0,2013,4,23,9
4894,1026.0,2013,4,23,10
4895,1026.0,2013,4,23,11
4896,1026.0,2013,4,23,12
4897,1026.0,2013,4,23,13
4898,1026.0,2013,4,23,14
4899,1025.0,2013,4,23,15
4900,1025.0,2013,4,23,16
4901,1025.0,2013,4,23,17
4902,1024.0,2013,4,23,18
4903,1023.0,2013,4,23,19
4904,1022.0,2013,4,23,20
4905,1021.0,2013,4,23,21
4906,1020.0,2013,4,23,22
4907,1020.0,2013,4,23,23
4908,1019.0,2013,4,24,0
4909,1020.0,2013,4,24,1
4910,1020.0,2013,4,24,2
4911,1019.0,2013,4,24,3
4912,1019.0,2013,4,24,4
4913,1019.0,2013,4,24,5
4914,1019.0,2013,4,24,6
4915,1019.0,2013,4,24,7
4916,1018.0,2013,4,24,8
4917,1017.0,2013,4,24,9
4918,1018.0,2013,4,24,10
4919,1017.0,2013,4,24,11
4920,1017.0,2013,4,24,12
4921,1017.0,2013,4,24,13
4922,1017.0,2013,4,24,14
4923,1017.0,2013,4,24,15
4924,1017.0,2013,4,24,16
4925,1016.0,2013,4,24,17
4926,1016.0,2013,4,24,18
4927,1016.0,2013,4,24,19
4928,1014.0,2013,4,24,20
4929,1013.0,2013,4,24,21
4930,1012.0,2013,4,24,22
4931,1012.0,2013,4,24,23
4932,1010.0,2013,4,25,0
4933,1009.0,2013,4,25,1
4934,1009.0,2013,4,25,2
4935,1009.0,2013,4,25,3
4936,1009.0,2013,4,25,4
4937,1009.0,2013,4,25,5
4938,1010.0,2013,4,25,6
4939,1011.0,2013,4,25,7
4940,1011.0,2013,4,25,8
4941,1011.0,2013,4,25,9
4942,1011.0,2013,4,25,10
4943,1011.0,2013,4,25,11
4944,1012.0,2013,4,25,12
4945,1013.0,2013,4,25,13
4946,1013.0,2013,4,25,14
4947,1014.0,2013,4,25,15
4948,1016.0,2013,4,25,16
4949,1017.0,2013,4,25,17
4950,1018.0,2013,4,25,18
4951,1018.0,2013,4,25,19
4952,1019.0,2013,4,25,20
4953,1019.0,2013,4,25,21
4954,1020.0,2013,4,25,22
4955,1020.0,2013,4,25,23
4956,1021.0,2013,4,26,0
4957,1021.0,2013,4,26,1
4958,1023.0,2013,4,26,2
4959,1023.0,2013,4,26,3
4960,1023.0,2013,4,26,4
4961,1023.0,2013,4,26,5
4962,1023.0,2013,4,26,6
4963,1023.0,2013,4,26,7
4964,1022.0,2013,4,26,8
4965,1023.0,2013,4,26,9
4966,1023.0,2013,4,26,10
4967,1023.0,2013,4,26,11
4968,1023.0,2013,4,26,12
4969,1023.0,2013,4,26,13
4970,1023.0,2013,4,26,14
4971,1024.0,2013,4,26,15
4972,1024.0,2013,4,26,16
4973,1024.0,2013,4,26,17
4974,1024.0,2013,4,26,18
4975,1025.0,2013,4,26,19
4976,1025.0,2013,4,26,20
4977,1025.0,2013,4,26,21
4978,1026.0,2013,4,26,22
4979,1026.0,2013,4,26,23
4980,1026.0,2013,4,27,0
4981,1026.0,2013,4,27,1
4982,1027.0,2013,4,27,2
4983,1028.0,2013,4,27,3
4984,1028.0,2013,4,27,4
4985,1028.0,2013,4,27,5
4986,1028.0,2013,4,27,6
4987,1028.0,2013,4,27,7
4988,1028.0,2013,4,27,8
4989,1028.0,2013,4,27,9
4990,1029.0,2013,4,27,10
4991,1029.0,2013,4,27,11
4992,1029.0,2013,4,27,12
4993,1029.0,2013,4,27,13
4994,1029.0,2013,4,27,14
4995,1030.0,2013,4,27,15
4996,1030.0,2013,4,27,16
4997,1030.0,2013,4,27,17
4998,1030.0,2013,4,27,18
4999,1028.0,2013,4,27,19
5000,1028.0,2013,4,27,20
5001,1027.0,2013,4,27,21
5002,1027.0,2013,4,27,22
5003,1028.0,2013,4,27,23
5004,1027.0,2013,4,28,0
5005,1027.0,2013,4,28,1
5006,1027.0,2013,4,28,2
5007,1027.0,2013,4,28,3
5008,1027.0,2013,4,28,4
5009,1027.0,2013,4,28,5
5010,1027.0,2013,4,28,6
5011,1027.0,2013,4,28,7
5012,1026.0,2013,4,28,8
5013,1026.0,2013,4,28,9
5014,1026.0,2013,4,28,10
5015,1026.0,2013,4,28,11
5016,1026.0,2013,4,28,12
5017,1025.0,2013,4,28,13
5018,1025.0,2013,4,28,14
5019,1025.0,2013,4,28,15
5020,1024.0,2013,4,28,16
5021,1024.0,2013,4,28,17
5022,1023.0,2013,4,28,18
5023,1022.0,2013,4,28,19
5024,1021.0,2013,4,28,20
5025,1021.0,2013,4,28,21
5026,1020.0,2013,4,28,22
5027,1020.0,2013,4,28,23
5028,1019.0,2013,4,29,0
5029,1018.0,2013,4,29,1
5030,1018.0,2013,4,29,2
5031,1018.0,2013,4,29,3
5032,1017.0,2013,4,29,4
5033,1016.0,2013,4,29,5
5034,1015.0,2013,4,29,6
5035,1014.0,2013,4,29,7
5036,1013.0,2013,4,29,8
5037,1013.0,2013,4,29,9
5038,1012.0,2013,4,29,10
5039,1011.0,2013,4,29,11
5040,1011.0,2013,4,29,12
5041,1012.0,2013,4,29,13
5042,1012.0,2013,4,29,14
5043,1011.0,2013,4,29,15
5044,1011.0,2013,4,29,16
5045,1012.0,2013,4,29,17
5046,1011.0,2013,4,29,18
5047,1011.0,2013,4,29,19
5048,1011.0,2013,4,29,20
5049,1011.0,2013,4,29,21
5050,1011.0,2013,4,29,22
5051,1011.0,2013,4,29,23
5052,1011.0,2013,4,30,0
5053,1011.0,2013,4,30,1
5054,1012.0,2013,4,30,2
5055,1012.0,2013,4,30,3
5056,1012.0,2013,4,30,4
5057,1012.0,2013,4,30,5
5058,1013.0,2013,4,30,6
5059,1013.0,2013,4,30,7
5060,1013.0,2013,4,30,8
5061,1013.0,2013,4,30,9
5062,1014.0,2013,4,30,10
5063,1014.0,2013,4,30,11
5064,1015.0,2013,4,30,12
5065,1015.0,2013,4,30,13
5066,1015.0,2013,4,30,14
5067,1015.0,2013,4,30,15
5068,1016.0,2013,4,30,16
5069,1015.0,2013,4,30,17
5070,1015.0,2013,4,30,18
5071,1015.0,2013,4,30,19
5072,1014.0,2013,4,30,20
5073,1013.0,2013,4,30,21
5074,1019.0,2013,4,30,22
5075,1012.0,2013,4,30,23
5076,1012.0,2013,5,1,0
5077,1013.0,2013,5,1,1
5078,1013.0,2013,5,1,2
5079,1013.0,2013,5,1,3
5080,1013.0,2013,5,1,4
5081,1013.0,2013,5,1,5
5082,1014.0,2013,5,1,6
5083,1014.0,2013,5,1,7
5084,1022.0,2013,5,1,8
5085,1014.0,2013,5,1,9
5086,1014.0,2013,5,1,10
5087,1014.0,2013,5,1,11
5088,1015.0,2013,5,1,12
5089,1016.0,2013,5,1,13
5090,1024.0,2013,5,1,14
5091,1016.0,2013,5,1,15
5092,1016.0,2013,5,1,16
5093,1015.0,2013,5,1,17
5094,1015.0,2013,5,1,18
5095,1014.0,2013,5,1,19
5096,1014.0,2013,5,1,20
5097,1014.0,2013,5,1,21
5098,1015.0,2013,5,1,22
5099,1015.0,2013,5,1,23
5100,1016.0,2013,5,2,0
5101,1016.0,2013,5,2,1
5102,1016.0,2013,5,2,2
5103,1017.0,2013,5,2,3
5104,1017.0,2013,5,2,4
5105,1025.0,2013,5,2,5
5106,1018.0,2013,5,2,6
5107,1018.0,2013,5,2,7
5108,1018.0,2013,5,2,8
5109,1019.0,2013,5,2,9
5110,1019.0,2013,5,2,10
5111,1020.0,2013,5,2,11
5112,1021.0,2013,5,2,12
5113,1021.0,2013,5,2,13
5114,1028.0,2013,5,2,14
5115,1021.0,2013,5,2,15
5116,1028.0,2013,5,2,16
5117,1021.0,2013,5,2,17
5118,1021.0,2013,5,2,18
5119,1021.0,2013,5,2,19
5120,1020.0,2013,5,2,20
5121,1020.0,2013,5,2,21
5122,1020.0,2013,5,2,22
5123,1020.0,2013,5,2,23
5124,1020.0,2013,5,3,0
5125,1021.0,2013,5,3,1
5126,1021.0,2013,5,3,2
5127,1021.0,2013,5,3,3
5128,1022.0,2013,5,3,4
5129,1021.0,2013,5,3,5
5130,1021.0,2013,5,3,6
5131,1020.0,2013,5,3,7
5132,1020.0,2013,5,3,8
5133,1021.0,2013,5,3,9
5134,1021.0,2013,5,3,10
5135,1021.0,2013,5,3,11
5136,1021.0,2013,5,3,12
5137,1022.0,2013,5,3,13
5138,1022.0,2013,5,3,14
5139,1022.0,2013,5,3,15
5140,1022.0,2013,5,3,16
5141,1021.0,2013,5,3,17
5142,1020.0,2013,5,3,18
5143,1020.0,2013,5,3,19
5144,1019.0,2013,5,3,20
5145,1019.0,2013,5,3,21
5146,1019.0,2013,5,3,22
5147,1019.0,2013,5,3,23
5148,1018.0,2013,5,4,0
5149,1018.0,2013,5,4,1
5150,1018.0,2013,5,4,2
5151,1019.0,2013,5,4,3
5152,1018.0,2013,5,4,4
5153,1018.0,2013,5,4,5
5154,1017.0,2013,5,4,6
5155,1017.0,2013,5,4,7
5156,1022.0,2013,5,4,8
5157,1016.0,2013,5,4,9
5158,1021.0,2013,5,4,10
5159,1016.0,2013,5,4,11
5160,1016.0,2013,5,4,12
5161,1022.0,2013,5,4,13
5162,1017.0,2013,5,4,14
5163,1016.0,2013,5,4,15
5164,1016.0,2013,5,4,16
5165,1016.0,2013,5,4,17
5166,1015.0,2013,5,4,18
5167,1014.0,2013,5,4,19
5168,1015.0,2013,5,4,20
5169,1014.0,2013,5,4,21
5170,1013.0,2013,5,4,22
5171,1014.0,2013,5,4,23
5172,1013.0,2013,5,5,0
5173,1014.0,2013,5,5,1
5174,1013.0,2013,5,5,2
5175,1013.0,2013,5,5,3
5176,1013.0,2013,5,5,4
5177,1014.0,2013,5,5,5
5178,1013.0,2013,5,5,6
5179,1013.0,2013,5,5,7
5180,1020.0,2013,5,5,8
5181,1014.0,2013,5,5,9
5182,1014.0,2013,5,5,10
5183,1015.0,2013,5,5,11
5184,1015.0,2013,5,5,12
5185,1014.0,2013,5,5,13
5186,1014.0,2013,5,5,14
5187,1015.0,2013,5,5,15
5188,1016.0,2013,5,5,16
5189,1014.0,2013,5,5,17
5190,1014.0,2013,5,5,18
5191,1014.0,2013,5,5,19
5192,1020.0,2013,5,5,20
5193,1015.0,2013,5,5,21
5194,1021.0,2013,5,5,22
5195,1015.0,2013,5,5,23
5196,1015.0,2013,5,6,0
5197,1021.0,2013,5,6,1
5198,1015.0,2013,5,6,2
5199,1016.0,2013,5,6,3
5200,1017.0,2013,5,6,4
5201,1017.0,2013,5,6,5
5202,1016.0,2013,5,6,6
5203,1016.0,2013,5,6,7
5204,1015.0,2013,5,6,8
5205,1015.0,2013,5,6,9
5206,1015.0,2013,5,6,10
5207,1014.0,2013,5,6,11
5208,1014.0,2013,5,6,12
5209,1014.0,2013,5,6,13
5210,1020.0,2013,5,6,14
5211,1015.0,2013,5,6,15
5212,1015.0,2013,5,6,16
5213,1014.0,2013,5,6,17
5214,1014.0,2013,5,6,18
5215,1014.0,2013,5,6,19
5216,1014.0,2013,5,6,20
5217,1014.0,2013,5,6,21
5218,1015.0,2013,5,6,22
5219,1014.0,2013,5,6,23
5220,1014.0,2013,5,7,0
5221,1014.0,2013,5,7,1
5222,1015.0,2013,5,7,2
5223,1013.0,2013,5,7,3
5224,1020.0,2013,5,7,4
5225,1014.0,2013,5,7,5
5226,1013.0,2013,5,7,6
5227,1020.0,2013,5,7,7
5228,1013.0,2013,5,7,8
5229,1014.0,2013,5,7,9
5230,1012.0,2013,5,7,10
5231,1013.0,2013,5,7,11
5232,1014.0,2013,5,7,12
5233,1014.0,2013,5,7,13
5234,1013.0,2013,5,7,14
5235,1014.0,2013,5,7,15
5236,1015.0,2013,5,7,16
5237,1014.0,2013,5,7,17
5238,1014.0,2013,5,7,18
5239,1013.0,2013,5,7,19
5240,1013.0,2013,5,7,20
5241,1013.0,2013,5,7,21
5242,1013.0,2013,5,7,22
5243,1013.0,2013,5,7,23
5244,1014.0,2013,5,8,0
5245,1015.0,2013,5,8,1
5246,1015.0,2013,5,8,2
5247,1016.0,2013,5,8,3
5248,1016.0,2013,5,8,4
5249,1016.0,2013,5,8,5
5250,1014.0,2013,5,8,6
5251,1014.0,2013,5,8,7
5252,1015.0,2013,5,8,8
5253,1015.0,2013,5,8,9
5254,1015.0,2013,5,8,10
5255,1022.0,2013,5,8,11
5256,1016.0,2013,5,8,12
5257,1022.0,2013,5,8,13
5258,1016.0,2013,5,8,14
5259,1016.0,2013,5,8,15
5260,1017.0,2013,5,8,16
5261,1017.0,2013,5,8,17
5262,1015.0,2013,5,8,18
5263,1016.0,2013,5,8,19
5264,1015.0,2013,5,8,20
5265,1014.0,2013,5,8,21
5266,1021.0,2013,5,8,22
5267,1015.0,2013,5,8,23
5268,1015.0,2013,5,9,0
5269,1015.0,2013,5,9,1
5270,1015.0,2013,5,9,2
5271,1016.0,2013,5,9,3
5272,1015.0,2013,5,9,4
5273,1015.0,2013,5,9,5
5274,1016.0,2013,5,9,6
5275,1015.0,2013,5,9,7
5276,1014.0,2013,5,9,8
5277,1014.0,2013,5,9,9
5278,1015.0,2013,5,9,10
5279,1016.0,2013,5,9,11
5280,1016.0,2013,5,9,12
5281,1016.0,2013,5,9,13
5282,1017.0,2013,5,9,14
5283,1017.0,2013,5,9,15
5284,1022.0,2013,5,9,16
5285,1016.0,2013,5,9,17
5286,1016.0,2013,5,9,18
5287,1016.0,2013,5,9,19
5288,1015.0,2013,5,9,20
5289,1015.0,2013,5,9,21
5290,1015.0,2013,5,9,22
5291,1015.0,2013,5,9,23
5292,1015.0,2013,5,10,0
5293,1015.0,2013,5,10,1
5294,1015.0,2013,5,10,2
5295,1016.0,2013,5,10,3
5296,1016.0,2013,5,10,4
5297,1017.0,2013,5,10,5
5298,1016.0,2013,5,10,6
5299,1016.0,2013,5,10,7
5301,1015.0,2013,5,10,9
5302,1015.0,2013,5,10,10
5303,1016.0,2013,5,10,11
5304,1016.0,2013,5,10,12
5305,1016.0,2013,5,10,13
5306,1020.0,2013,5,10,14
5307,1017.0,2013,5,10,15
5308,1016.0,2013,5,10,16
5309,1016.0,2013,5,10,17
5310,1016.0,2013,5,10,18
5311,1019.0,2013,5,10,19
5312,1016.0,2013,5,10,20
5313,1015.0,2013,5,10,21
5314,1015.0,2013,5,10,22
5315,1015.0,2013,5,10,23
5316,1014.0,2013,5,11,0
5317,1013.0,2013,5,11,1
5318,1014.0,2013,5,11,2
5319,1013.0,2013,5,11,3
5320,1013.0,2013,5,11,4
5321,1012.0,2013,5,11,5
5322,1013.0,2013,5,11,6
5323,1012.0,2013,5,11,7
5324,1012.0,2013,5,11,8
5325,1011.0,2013,5,11,9
5326,1011.0,2013,5,11,10
5327,1011.0,2013,5,11,11
5328,1011.0,2013,5,11,12
5329,1011.0,2013,5,11,13
5330,1012.0,2013,5,11,14
5331,1011.0,2013,5,11,15
5332,1012.0,2013,5,11,16
5333,1011.0,2013,5,11,17
5334,1012.0,2013,5,11,18
5335,1011.0,2013,5,11,19
5336,1011.0,2013,5,11,20
5337,1009.0,2013,5,11,21
5338,1010.0,2013,5,11,22
5339,1009.0,2013,5,11,23
5340,1010.0,2013,5,12,0
5341,1011.0,2013,5,12,1
5342,1012.0,2013,5,12,2
5343,1014.0,2013,5,12,3
5344,1014.0,2013,5,12,4
5345,1013.0,2013,5,12,5
5346,1014.0,2013,5,12,6
5347,1014.0,2013,5,12,7
5348,1014.0,2013,5,12,8
5349,1014.0,2013,5,12,9
5350,1014.0,2013,5,12,10
5351,1014.0,2013,5,12,11
5352,1014.0,2013,5,12,12
5353,1014.0,2013,5,12,13
5354,1015.0,2013,5,12,14
5355,1014.0,2013,5,12,15
5356,1014.0,2013,5,12,16
5357,1014.0,2013,5,12,17
5358,1013.0,2013,5,12,18
5359,1013.0,2013,5,12,19
5360,1013.0,2013,5,12,20
5361,1012.0,2013,5,12,21
5362,1012.0,2013,5,12,22
5363,1012.0,2013,5,12,23
5364,1014.0,2013,5,13,0
5365,1014.0,2013,5,13,1
5366,1016.0,2013,5,13,2
5367,1017.0,2013,5,13,3
5368,1017.0,2013,5,13,4
5369,1017.0,2013,5,13,5
5370,1018.0,2013,5,13,6
5371,1018.0,2013,5,13,7
5372,1018.0,2013,5,13,8
5373,1017.0,2013,5,13,9
5374,1018.0,2013,5,13,10
5375,1018.0,2013,5,13,11
5376,1018.0,2013,5,13,12
5377,1019.0,2013,5,13,13
5378,1019.0,2013,5,13,14
5379,1019.0,2013,5,13,15
5380,1020.0,2013,5,13,16
5381,1020.0,2013,5,13,17
5382,1020.0,2013,5,13,18
5383,1020.0,2013,5,13,19
5384,1020.0,2013,5,13,20
5385,1019.0,2013,5,13,21
5386,1019.0,2013,5,13,22
5387,1019.0,2013,5,13,23
5388,1019.0,2013,5,14,0
5389,1019.0,2013,5,14,1
5390,1019.0,2013,5,14,2
5391,1020.0,2013,5,14,3
5392,1020.0,2013,5,14,4
5393,1020.0,2013,5,14,5
5394,1020.0,2013,5,14,6
5395,1020.0,2013,5,14,7
5396,1020.0,2013,5,14,8
5397,1020.0,2013,5,14,9
5398,1020.0,2013,5,14,10
5399,1020.0,2013,5,14,11
5400,1021.0,2013,5,14,12
5401,1021.0,2013,5,14,13
5402,1022.0,2013,5,14,14
5403,1022.0,2013,5,14,15
5404,1023.0,2013,5,14,16
5405,1022.0,2013,5,14,17
5406,1022.0,2013,5,14,18
5407,1021.0,2013,5,14,19
5408,1020.0,2013,5,14,20
5409,1020.0,2013,5,14,21
5410,1021.0,2013,5,14,22
5411,1019.0,2013,5,14,23
5412,1019.0,2013,5,15,0
5413,1020.0,2013,5,15,1
5414,1020.0,2013,5,15,2
5415,1020.0,2013,5,15,3
5416,1021.0,2013,5,15,4
5417,1019.0,2013,5,15,5
5418,1020.0,2013,5,15,6
5419,1018.0,2013,5,15,7
5420,1018.0,2013,5,15,8
5421,1017.0,2013,5,15,9
5422,1017.0,2013,5,15,10
5423,1017.0,2013,5,15,11
5424,1016.0,2013,5,15,12
5425,1016.0,2013,5,15,13
5426,1015.0,2013,5,15,14
5427,1014.0,2013,5,15,15
5428,1013.0,2013,5,15,16
5429,1012.0,2013,5,15,17
5430,1011.0,2013,5,15,18
5431,1011.0,2013,5,15,19
5432,1010.0,2013,5,15,20
5433,1010.0,2013,5,15,21
5434,1010.0,2013,5,15,22
5435,1010.0,2013,5,15,23
5436,1010.0,2013,5,16,0
5437,1011.0,2013,5,16,1
5438,1011.0,2013,5,16,2
5439,1011.0,2013,5,16,3
5440,1011.0,2013,5,16,4
5441,1011.0,2013,5,16,5
5442,1010.0,2013,5,16,6
5443,1010.0,2013,5,16,7
5444,1010.0,2013,5,16,8
5445,1010.0,2013,5,16,9
5446,1011.0,2013,5,16,10
5447,1011.0,2013,5,16,11
5448,1011.0,2013,5,16,12
5449,1012.0,2013,5,16,13
5450,1012.0,2013,5,16,14
5451,1012.0,2013,5,16,15
5452,1012.0,2013,5,16,16
5453,1013.0,2013,5,16,17
5454,1012.0,2013,5,16,18
5455,1011.0,2013,5,16,19
5456,1011.0,2013,5,16,20
5457,1011.0,2013,5,16,21
5458,1010.0,2013,5,16,22
5459,1010.0,2013,5,16,23
5460,1010.0,2013,5,17,0
5461,1010.0,2013,5,17,1
5462,1011.0,2013,5,17,2
5463,1011.0,2013,5,17,3
5464,1012.0,2013,5,17,4
5465,1012.0,2013,5,17,5
5466,1011.0,2013,5,17,6
5467,1011.0,2013,5,17,7
5468,1011.0,2013,5,17,8
5469,1011.0,2013,5,17,9
5470,1011.0,2013,5,17,10
5471,1012.0,2013,5,17,11
5472,1013.0,2013,5,17,12
5473,1013.0,2013,5,17,13
5474,1014.0,2013,5,17,14
5475,1013.0,2013,5,17,15
5476,1021.0,2013,5,17,16
5477,1014.0,2013,5,17,17
5478,1015.0,2013,5,17,18
5479,1014.0,2013,5,17,19
5480,1013.0,2013,5,17,20
5481,1013.0,2013,5,17,21
5482,1013.0,2013,5,17,22
5483,1013.0,2013,5,17,23
5484,1013.0,2013,5,18,0
5485,1014.0,2013,5,18,1
5486,1014.0,2013,5,18,2
5487,1015.0,2013,5,18,3
5488,1015.0,2013,5,18,4
5489,1016.0,2013,5,18,5
5490,1016.0,2013,5,18,6
5491,1016.0,2013,5,18,7
5492,1016.0,2013,5,18,8
5493,1016.0,2013,5,18,9
5494,1016.0,2013,5,18,10
5495,1017.0,2013,5,18,11
5496,1017.0,2013,5,18,12
5497,1024.0,2013,5,18,13
5498,1018.0,2013,5,18,14
5499,1018.0,2013,5,18,15
5500,1017.0,2013,5,18,16
5501,1017.0,2013,5,18,17
5502,1016.0,2013,5,18,18
5503,1016.0,2013,5,18,19
5504,1021.0,2013,5,18,20
5505,1016.0,2013,5,18,21
5506,1015.0,2013,5,18,22
5507,1016.0,2013,5,18,23
5508,1016.0,2013,5,19,0
5509,1017.0,2013,5,19,1
5510,1017.0,2013,5,19,2
5511,1017.0,2013,5,19,3
5512,1017.0,2013,5,19,4
5513,1022.0,2013,5,19,5
5514,1017.0,2013,5,19,6
5515,1022.0,2013,5,19,7
5516,1017.0,2013,5,19,8
5517,1016.0,2013,5,19,9
5518,1017.0,2013,5,19,10
5519,1018.0,2013,5,19,11
5520,1018.0,2013,5,19,12
5521,1018.0,2013,5,19,13
5522,1018.0,2013,5,19,14
5523,1018.0,2013,5,19,15
5524,1019.0,2013,5,19,16
5525,1018.0,2013,5,19,17
5526,1017.0,2013,5,19,18
5527,1016.0,2013,5,19,19
5528,1016.0,2013,5,19,20
5529,1016.0,2013,5,19,21
5530,1016.0,2013,5,19,22
5531,1016.0,2013,5,19,23
5532,1016.0,2013,5,20,0
5533,1015.0,2013,5,20,1
5534,1015.0,2013,5,20,2
5535,1015.0,2013,5,20,3
5536,1015.0,2013,5,20,4
5537,1015.0,2013,5,20,5
5538,1015.0,2013,5,20,6
5539,1014.0,2013,5,20,7
5540,1019.0,2013,5,20,8
5541,1015.0,2013,5,20,9
5542,1015.0,2013,5,20,10
5543,1016.0,2013,5,20,11
5544,1016.0,2013,5,20,12
5545,1016.0,2013,5,20,13
5546,1015.0,2013,5,20,14
5547,1016.0,2013,5,20,15
5548,1016.0,2013,5,20,16
5549,1016.0,2013,5,20,17
5550,1014.0,2013,5,20,18
5551,1013.0,2013,5,20,19
5552,1013.0,2013,5,20,20
5553,1012.0,2013,5,20,21
5554,1012.0,2013,5,20,22
5555,1017.0,2013,5,20,23
5556,1012.0,2013,5,21,0
5557,1012.0,2013,5,21,1
5558,1012.0,2013,5,21,2
5559,1012.0,2013,5,21,3
5560,1018.0,2013,5,21,4
5561,1013.0,2013,5,21,5
5562,1012.0,2013,5,21,6
5563,1012.0,2013,5,21,7
5564,1013.0,2013,5,21,8
5565,1012.0,2013,5,21,9
5566,1018.0,2013,5,21,10
5567,1013.0,2013,5,21,11
5568,1014.0,2013,5,21,12
5569,1014.0,2013,5,21,13
5570,1014.0,2013,5,21,14
5571,1014.0,2013,5,21,15
5572,1014.0,2013,5,21,16
5573,1014.0,2013,5,21,17
5574,1013.0,2013,5,21,18
5575,1013.0,2013,5,21,19
5576,1013.0,2013,5,21,20
5577,1013.0,2013,5,21,21
5578,1013.0,2013,5,21,22
5579,1012.0,2013,5,21,23
5580,1012.0,2013,5,22,0
5581,1011.0,2013,5,22,1
5582,1011.0,2013,5,22,2
5583,1012.0,2013,5,22,3
5584,1011.0,2013,5,22,4
5585,1011.0,2013,5,22,5
5586,1011.0,2013,5,22,6
5587,1011.0,2013,5,22,7
5588,1012.0,2013,5,22,8
5589,1011.0,2013,5,22,9
5590,1010.0,2013,5,22,10
5591,1011.0,2013,5,22,11
5592,1012.0,2013,5,22,12
5593,1011.0,2013,5,22,13
5594,1011.0,2013,5,22,14
5595,1011.0,2013,5,22,15
5596,1011.0,2013,5,22,16
5597,1010.0,2013,5,22,17
5598,1010.0,2013,5,22,18
5599,1010.0,2013,5,22,19
5600,1010.0,2013,5,22,20
5601,1009.0,2013,5,22,21
5602,1009.0,2013,5,22,22
5603,1009.0,2013,5,22,23
5604,1008.0,2013,5,23,0
